shipment_id,product_name,category,temperature_C,humidity_percent,safe_temp_low_C,safe_temp_mid_C,safe_temp_high_C,humidity_low_percent,humidity_mid_percent,humidity_high_percent,exposure_hours,ethylene_ppm,co2_ppm,nh3_ppm,h2s_ppm,temp_deviation,temp_deviation_degree_hr,cumulative_damage_index,humidity_deviation,temp_danger_flag,spoilage_probability,remaining_shelf_life_hours,risk_category,recommended_action,category_encoded,product_name_encoded,risk_encoded,action_encoded
SHP_4218,Paneer,dairy,20.41,40.66,2,3,4,80,85,90,19.47,16.49,4719.86,38.33,29.04,17.41,338.9727,3.3897269999999997,-44.34,1,0.453,52,Medium,Increase cooling,0,13,3,1
SHP_4219,Chicken,meat,7.72,66.47,0,1,2,85,90,95,17.27,30.19,3445.2,40.57,23.63,6.72,116.05439999999999,1.1605439999999998,-23.53,1,0.189,77,Low,Maintain cold chain,2,5,2,2
SHP_4220,Paneer,dairy,6.61,52.86,2,3,4,80,85,90,17.54,32.43,2628.08,29.04,24.81,3.6100000000000003,63.3194,0.633194,-32.14,1,0.118,84,Low,Maintain cold chain,0,13,2,2
SHP_4221,Mutton,meat,0.25,42.76,0,1,2,85,90,95,7.48,19.3,4594.47,39.52,11.0,-0.75,-5.61,0.056100000000000004,-47.24,0,0.02,94,Low,Maintain cold chain,2,10,2,2
SHP_4222,Fish,meat,-0.74,75.03,0,1,2,85,90,95,22.13,17.0,879.76,45.54,8.28,-1.74,-38.5062,0.385062,-14.969999999999999,0,0.024,93,Low,Maintain cold chain,2,6,2,2
SHP_4223,Milk,dairy,1.9,84.88,2,3,4,80,85,90,20.81,39.25,3402.75,31.24,9.58,-1.1,-22.891000000000002,0.22891000000000003,-0.12000000000000455,0,0.049,91,Low,Maintain cold chain,0,9,2,2
SHP_4224,Apple,fruit,0.1,50.55,0,2,4,85,90,95,19.65,35.35,1184.28,26.11,15.36,-1.9,-37.334999999999994,0.37334999999999996,-39.45,0,0.02,94,Low,Maintain cold chain,1,0,2,2
SHP_4225,Onion,vegetable,26.44,58.01,10,12,15,70,75,80,2.71,34.94,2388.22,35.01,19.08,14.440000000000001,39.132400000000004,0.39132400000000006,-16.990000000000002,1,0.062,90,Low,Maintain cold chain,3,11,2,2
SHP_4226,Banana,fruit,18.47,74.25,13,14,16,80,85,90,4.54,35.24,1009.49,4.08,8.84,4.469999999999999,20.293799999999994,0.20293799999999995,-10.75,1,0.072,89,Low,Maintain cold chain,1,1,2,2
SHP_4227,Banana,fruit,16.93,41.19,13,14,16,80,85,90,20.86,26.92,3160.01,32.33,6.55,2.9299999999999997,61.11979999999999,0.6111979999999999,-43.81,1,0.082,88,Low,Maintain cold chain,1,1,2,2
SHP_4228,Apple,fruit,12.04,63.69,0,2,4,85,90,95,17.94,15.91,1680.0,15.79,6.22,10.04,180.1176,1.801176,-26.310000000000002,1,0.233,73,Low,Maintain cold chain,1,0,2,2
SHP_4229,Banana,fruit,37.17,51.17,13,14,16,80,85,90,4.59,27.92,882.48,47.41,2.69,23.17,106.3503,1.063503,-33.83,1,0.091,87,Low,Maintain cold chain,1,1,2,2
SHP_4230,Milk,dairy,4.77,85.83,2,3,4,80,85,90,19.08,5.57,1128.68,12.61,7.34,1.7699999999999996,33.77159999999999,0.3377159999999999,0.8299999999999983,1,0.072,89,Low,Maintain cold chain,0,9,2,2
SHP_4231,Grapes,fruit,5.24,71.66,0,1,2,90,92,95,2.29,1.13,2096.68,12.32,18.2,4.24,9.7096,0.097096,-20.340000000000003,1,0.025,93,Low,Maintain cold chain,1,7,2,2
SHP_4232,Potato,vegetable,15.91,68.47,10,12,15,85,90,92,22.11,31.4,638.31,47.99,12.54,3.91,86.4501,0.8645010000000001,-21.53,1,0.02,94,Low,Maintain cold chain,3,14,2,2
SHP_4233,Tomato,vegetable,11.57,93.57,10,12,14,85,90,92,3.11,37.44,3317.09,0.93,22.46,-0.4299999999999997,-1.337299999999999,0.01337299999999999,3.569999999999993,0,0.02,94,Low,Maintain cold chain,3,15,2,2
SHP_4234,Apple,fruit,7.34,61.36,0,2,4,85,90,95,10.96,29.78,1583.15,46.94,5.84,5.34,58.5264,0.585264,-28.64,1,0.077,88,Low,Maintain cold chain,1,0,2,2
SHP_4235,Potato,vegetable,10.4,75.44,10,12,15,85,90,92,2.15,33.97,4779.72,38.36,5.99,-1.5999999999999996,-3.439999999999999,0.03439999999999999,-14.560000000000002,0,0.02,94,Low,Maintain cold chain,3,14,2,2
SHP_4236,Butter,dairy,11.91,90.57,2,4,6,75,80,85,8.37,22.22,2379.91,49.21,1.79,7.91,66.2067,0.662067,10.569999999999993,1,0.093,87,Low,Maintain cold chain,0,2,2,2
SHP_4237,Mutton,meat,26.41,51.29,0,1,2,85,90,95,19.8,21.09,3964.78,12.34,11.8,25.41,503.118,5.03118,-38.71,1,0.568,41,Medium,Increase cooling,2,10,3,1
SHP_4238,Tomato,vegetable,14.75,81.88,10,12,14,85,90,92,11.79,17.01,3938.09,41.03,7.34,2.75,32.4225,0.324225,-8.120000000000005,1,0.02,94,Low,Maintain cold chain,3,15,2,2
SHP_4239,Fish,meat,1.65,45.23,0,1,2,85,90,95,5.25,0.93,2878.77,11.22,2.37,0.6499999999999999,3.4124999999999996,0.034124999999999996,-44.77,0,0.023,93,Low,Maintain cold chain,2,6,2,2
SHP_4240,Banana,fruit,20.92,67.39,13,14,16,80,85,90,5.04,29.19,1744.59,13.16,18.03,6.920000000000002,34.87680000000001,0.3487680000000001,-17.61,1,0.074,88,Low,Maintain cold chain,1,1,2,2
SHP_4241,Cabbage,vegetable,6.8,84.85,0,2,4,90,95,98,4.31,20.92,1366.85,31.26,28.35,4.8,20.688,0.20687999999999998,-10.150000000000006,1,0.08,88,Low,Maintain cold chain,3,3,2,2
SHP_4242,Grapes,fruit,-0.67,46.01,0,1,2,90,92,95,17.17,18.67,2976.39,25.37,27.4,-1.67,-28.673900000000003,0.286739,-45.99,0,0.02,94,Low,Maintain cold chain,1,7,2,2
SHP_4243,Potato,vegetable,27.92,94.11,10,12,15,85,90,92,5.3,19.06,696.35,47.78,0.12,15.920000000000002,84.376,0.8437600000000001,4.109999999999999,1,0.089,87,Low,Maintain cold chain,3,14,2,2
SHP_4244,Onion,vegetable,27.98,41.72,10,12,15,70,75,80,4.74,9.05,2611.07,8.54,20.19,15.98,75.74520000000001,0.7574520000000001,-33.28,1,0.025,93,Low,Maintain cold chain,3,11,2,2
SHP_4245,Chicken,meat,11.32,57.77,0,1,2,85,90,95,12.65,18.45,2850.16,7.1,21.23,10.32,130.548,1.30548,-32.23,1,0.133,83,Low,Maintain cold chain,2,5,2,2
SHP_4246,Potato,vegetable,28.95,55.29,10,12,15,85,90,92,10.81,7.34,493.9,30.96,7.19,16.95,183.2295,1.832295,-34.71,1,0.257,71,Low,Maintain cold chain,3,14,2,2
SHP_4247,Onion,vegetable,22.55,93.99,10,12,15,70,75,80,13.2,11.67,4546.18,8.91,24.57,10.55,139.26,1.3925999999999998,18.989999999999995,1,0.14,82,Low,Maintain cold chain,3,11,2,2
SHP_4248,Carrot,vegetable,2.51,44.32,0,2,4,90,95,98,18.35,6.52,3710.27,22.25,22.62,0.5099999999999998,9.358499999999998,0.09358499999999997,-50.68,0,0.038,92,Low,Maintain cold chain,3,4,2,2
SHP_4249,Mango,fruit,28.43,41.46,12,14,16,80,85,90,2.44,7.15,2513.83,46.68,10.26,14.43,35.209199999999996,0.35209199999999996,-43.54,1,0.06,90,Low,Maintain cold chain,1,8,2,2
SHP_4250,Mango,fruit,40.43,40.66,12,14,16,80,85,90,15.26,28.62,4551.9,7.32,7.85,26.43,403.3218,4.033218,-44.34,1,0.542,43,Medium,Increase cooling,1,8,3,1
SHP_4251,Banana,fruit,45.94,48.6,13,14,16,80,85,90,16.5,28.83,3707.86,34.15,6.82,31.939999999999998,527.01,5.2701,-36.4,1,0.737,25,High,Prioritize delivery,1,1,1,3
SHP_4252,Apple,fruit,1.08,76.65,0,2,4,85,90,95,23.47,19.7,2117.16,15.01,28.43,-0.9199999999999999,-21.592399999999998,0.21592399999999998,-13.349999999999994,0,0.027,93,Low,Maintain cold chain,1,0,2,2
SHP_4253,Milk,dairy,14.57,70.87,2,3,4,80,85,90,14.53,37.97,3373.22,47.89,3.19,11.57,168.1121,1.681121,-14.129999999999995,1,0.158,80,Low,Maintain cold chain,0,9,2,2
SHP_4254,Banana,fruit,29.62,58.45,13,14,16,80,85,90,14.09,10.86,2221.5,36.3,2.97,15.620000000000001,220.0858,2.200858,-26.549999999999997,1,0.293,67,Low,Maintain cold chain,1,1,2,2
SHP_4255,Fish,meat,28.33,46.08,0,1,2,85,90,95,9.24,36.58,1598.79,28.78,3.51,27.33,252.5292,2.525292,-43.92,1,0.331,64,Medium,Increase cooling,2,6,3,1
SHP_4256,Paneer,dairy,23.04,62.22,2,3,4,80,85,90,12.49,20.96,1278.85,30.37,16.12,20.04,250.2996,2.502996,-22.78,1,0.305,66,Medium,Increase cooling,0,13,3,1
SHP_4257,Milk,dairy,6.66,53.1,2,3,4,80,85,90,13.56,2.68,611.53,0.69,6.61,3.66,49.6296,0.496296,-31.9,1,0.139,82,Low,Maintain cold chain,0,9,2,2
SHP_4258,Onion,vegetable,14.08,57.39,10,12,15,70,75,80,14.51,23.02,1908.08,33.82,22.24,2.08,30.1808,0.301808,-17.61,0,0.02,94,Low,Maintain cold chain,3,11,2,2
SHP_4259,Paneer,dairy,27.77,55.18,2,3,4,80,85,90,10.42,20.34,1484.07,45.15,22.99,24.77,258.1034,2.5810340000000003,-29.82,1,0.304,66,Medium,Increase cooling,0,13,3,1
SHP_4260,Milk,dairy,26.4,93.1,2,3,4,80,85,90,22.24,3.82,2855.6,43.02,26.0,23.4,520.4159999999999,5.204159999999999,8.099999999999994,1,0.552,42,Medium,Increase cooling,0,9,3,1
SHP_4261,Fish,meat,26.07,61.64,0,1,2,85,90,95,20.98,26.01,3882.06,20.58,14.29,25.07,525.9686,5.259686,-28.36,1,0.684,30,High,Prioritize delivery,2,6,1,3
SHP_4262,Fish,meat,27.21,88.22,0,1,2,85,90,95,4.51,23.37,4557.47,45.58,23.49,26.21,118.2071,1.1820709999999999,-1.7800000000000011,1,0.129,83,Low,Maintain cold chain,2,6,2,2
SHP_4263,Chicken,meat,4.84,80.17,0,1,2,85,90,95,22.84,4.04,4501.51,7.46,19.87,3.84,87.70559999999999,0.877056,-9.829999999999998,1,0.166,80,Low,Maintain cold chain,2,5,2,2
SHP_4264,Milk,dairy,8.44,82.73,2,3,4,80,85,90,9.77,28.23,2100.83,16.01,29.75,5.4399999999999995,53.148799999999994,0.531488,-2.269999999999996,1,0.032,92,Low,Maintain cold chain,0,9,2,2
SHP_4265,Butter,dairy,29.86,79.09,2,4,6,75,80,85,9.41,21.05,3918.87,37.6,19.71,25.86,243.3426,2.433426,-0.9099999999999966,1,0.308,66,Medium,Increase cooling,0,2,3,1
SHP_4266,Tomato,vegetable,19.99,65.29,10,12,14,85,90,92,4.47,15.04,2448.72,48.46,0.97,7.989999999999998,35.71529999999999,0.35715299999999994,-24.709999999999994,1,0.091,87,Low,Maintain cold chain,3,15,2,2
SHP_4267,Potato,vegetable,35.03,66.74,10,12,15,85,90,92,3.18,0.06,4525.9,14.31,7.73,23.03,73.23540000000001,0.7323540000000002,-23.260000000000005,1,0.124,84,Low,Maintain cold chain,3,14,2,2
SHP_4268,Mutton,meat,15.38,55.29,0,1,2,85,90,95,4.45,31.7,3975.17,4.43,2.4,14.38,63.99100000000001,0.6399100000000001,-34.71,1,0.132,83,Low,Maintain cold chain,2,10,2,2
SHP_4269,Potato,vegetable,34.6,41.98,10,12,15,85,90,92,1.5,20.02,2155.48,27.85,8.96,22.6,33.900000000000006,0.3390000000000001,-48.02,1,0.068,89,Low,Maintain cold chain,3,14,2,2
SHP_4270,Tomato,vegetable,24.37,58.41,10,12,14,85,90,92,7.98,26.94,4197.39,43.74,21.13,12.370000000000001,98.71260000000001,0.9871260000000001,-31.590000000000003,1,0.151,81,Low,Maintain cold chain,3,15,2,2
SHP_4271,Onion,vegetable,40.31,43.12,10,12,15,70,75,80,5.37,4.39,4119.04,11.65,10.67,28.310000000000002,152.02470000000002,1.5202470000000003,-31.880000000000003,1,0.134,83,Low,Maintain cold chain,3,11,2,2
SHP_4272,Chicken,meat,4.58,50.73,0,1,2,85,90,95,11.01,17.96,1012.86,33.9,21.85,3.58,39.4158,0.39415799999999995,-39.27,1,0.02,94,Low,Maintain cold chain,2,5,2,2
SHP_4273,Mutton,meat,0.45,83.16,0,1,2,85,90,95,23.29,9.6,3551.95,36.5,29.06,-0.55,-12.8095,0.128095,-6.840000000000003,0,0.043,91,Low,Maintain cold chain,2,10,2,2
SHP_4274,Paneer,dairy,1.93,45.15,2,3,4,80,85,90,23.11,6.79,1870.34,20.7,27.11,-1.07,-24.727700000000002,0.24727700000000002,-39.85,0,0.02,94,Low,Maintain cold chain,0,13,2,2
SHP_4275,Milk,dairy,11.76,93.45,2,3,4,80,85,90,17.24,32.41,4442.92,46.47,22.6,8.76,151.02239999999998,1.5102239999999998,8.450000000000003,1,0.171,79,Low,Maintain cold chain,0,9,2,2
SHP_4276,Orange,fruit,34.83,64.08,4,6,8,80,85,90,6.41,15.13,497.15,38.14,17.19,28.83,184.8003,1.8480029999999998,-20.92,1,0.269,70,Low,Maintain cold chain,1,12,2,2
SHP_4277,Potato,vegetable,14.89,44.16,10,12,15,85,90,92,10.58,24.85,1464.22,45.16,3.3,2.8900000000000006,30.576200000000007,0.3057620000000001,-45.84,0,0.039,92,Low,Maintain cold chain,3,14,2,2
SHP_4278,Carrot,vegetable,17.59,44.87,0,2,4,90,95,98,15.52,5.27,2355.45,10.21,25.66,15.59,241.9568,2.419568,-50.13,1,0.359,61,Medium,Increase cooling,3,4,3,1
SHP_4279,Carrot,vegetable,19.67,59.58,0,2,4,90,95,98,16.73,25.25,4591.51,43.4,26.86,17.67,295.61910000000006,2.9561910000000005,-35.42,1,0.295,67,Low,Maintain cold chain,3,4,2,2
SHP_4280,Grapes,fruit,8.57,86.25,0,1,2,90,92,95,14.78,12.46,4585.3,20.13,19.02,7.57,111.8846,1.118846,-5.75,1,0.151,81,Low,Maintain cold chain,1,7,2,2
SHP_4281,Milk,dairy,7.7,63.52,2,3,4,80,85,90,17.67,21.87,1972.86,39.64,19.01,4.7,83.049,0.8304900000000001,-21.479999999999997,1,0.112,85,Low,Maintain cold chain,0,9,2,2
SHP_4282,Paneer,dairy,29.35,52.71,2,3,4,80,85,90,14.0,7.89,3827.3,8.69,1.9,26.35,368.90000000000003,3.6890000000000005,-32.29,1,0.464,51,Medium,Increase cooling,0,13,3,1
SHP_4283,Banana,fruit,26.75,70.44,13,14,16,80,85,90,1.41,7.56,1937.38,47.29,8.55,12.75,17.9775,0.179775,-14.560000000000002,1,0.031,93,Low,Maintain cold chain,1,1,2,2
SHP_4284,Chicken,meat,9.4,94.59,0,1,2,85,90,95,6.66,9.26,2885.57,19.31,28.85,8.4,55.944,0.55944,4.590000000000003,1,0.123,84,Low,Maintain cold chain,2,5,2,2
SHP_4285,Onion,vegetable,24.9,72.13,10,12,15,70,75,80,21.93,37.79,4949.4,5.08,25.03,12.899999999999999,282.897,2.82897,-2.8700000000000045,1,0.295,67,Low,Maintain cold chain,3,11,2,2
SHP_4286,Mutton,meat,11.44,72.72,0,1,2,85,90,95,19.1,6.35,2992.0,27.34,5.68,10.44,199.404,1.99404,-17.28,1,0.183,78,Low,Maintain cold chain,2,10,2,2
SHP_4287,Milk,dairy,8.17,93.52,2,3,4,80,85,90,17.06,28.58,2560.62,45.8,17.26,5.17,88.2002,0.882002,8.519999999999996,1,0.026,93,Low,Maintain cold chain,0,9,2,2
SHP_4288,Milk,dairy,6.54,70.11,2,3,4,80,85,90,18.98,38.69,1995.85,21.75,12.64,3.54,67.1892,0.671892,-14.89,1,0.111,85,Low,Maintain cold chain,0,9,2,2
SHP_4289,Onion,vegetable,18.14,83.68,10,12,15,70,75,80,19.71,24.71,601.04,41.94,5.61,6.140000000000001,121.01940000000002,1.2101940000000002,8.680000000000007,1,0.118,84,Low,Maintain cold chain,3,11,2,2
SHP_4290,Mutton,meat,2.92,60.72,0,1,2,85,90,95,13.96,13.79,4071.06,23.86,27.14,1.92,26.8032,0.268032,-29.28,1,0.02,94,Low,Maintain cold chain,2,10,2,2
SHP_4291,Milk,dairy,3.3,91.07,2,3,4,80,85,90,12.75,39.3,2433.3,28.26,25.05,0.2999999999999998,3.8249999999999975,0.03824999999999998,6.069999999999993,0,0.02,94,Low,Maintain cold chain,0,9,2,2
SHP_4292,Butter,dairy,13.99,87.39,2,4,6,75,80,85,18.25,3.19,3901.08,15.54,24.16,9.99,182.3175,1.823175,7.390000000000001,1,0.307,66,Medium,Increase cooling,0,2,3,1
SHP_4293,Banana,fruit,38.64,55.1,13,14,16,80,85,90,13.17,38.11,3895.79,49.28,10.93,24.64,324.5088,3.245088,-29.9,1,0.438,53,Medium,Increase cooling,1,1,3,1
SHP_4294,Cabbage,vegetable,28.74,73.64,0,2,4,90,95,98,2.54,11.67,4573.89,21.19,28.82,26.74,67.9196,0.679196,-21.36,1,0.08,88,Low,Maintain cold chain,3,3,2,2
SHP_4295,Potato,vegetable,22.92,94.86,10,12,15,85,90,92,19.2,27.9,3949.05,19.84,27.21,10.920000000000002,209.66400000000002,2.0966400000000003,4.859999999999999,1,0.264,70,Low,Maintain cold chain,3,14,2,2
SHP_4296,Orange,fruit,6.73,77.45,4,6,8,80,85,90,9.37,35.16,1137.93,36.89,0.76,0.7300000000000004,6.840100000000003,0.06840100000000003,-7.549999999999997,0,0.021,93,Low,Maintain cold chain,1,12,2,2
SHP_4297,Mutton,meat,2.7,94.06,0,1,2,85,90,95,6.67,14.17,803.25,32.93,0.9,1.7000000000000002,11.339,0.11339,4.060000000000002,1,0.02,94,Low,Maintain cold chain,2,10,2,2
SHP_4298,Milk,dairy,26.24,54.95,2,3,4,80,85,90,9.19,2.06,375.09,30.96,16.8,23.24,213.57559999999998,2.1357559999999998,-30.049999999999997,1,0.248,72,Low,Maintain cold chain,0,9,2,2
SHP_4299,Orange,fruit,16.1,75.57,4,6,8,80,85,90,19.02,35.37,1603.41,41.6,19.88,10.100000000000001,192.10200000000003,1.9210200000000004,-9.430000000000007,1,0.239,73,Low,Maintain cold chain,1,12,2,2
SHP_4300,Mutton,meat,4.14,60.63,0,1,2,85,90,95,23.66,11.49,4918.83,34.23,11.18,3.1399999999999997,74.29239999999999,0.7429239999999999,-29.369999999999997,1,0.18,78,Low,Maintain cold chain,2,10,2,2
SHP_4301,Potato,vegetable,10.58,49.98,10,12,15,85,90,92,23.03,19.5,2625.07,38.39,21.79,-1.42,-32.7026,0.327026,-40.02,0,0.02,94,Low,Maintain cold chain,3,14,2,2
SHP_4302,Carrot,vegetable,6.81,72.72,0,2,4,90,95,98,17.87,30.56,2177.69,41.78,29.28,4.81,85.9547,0.8595470000000001,-22.28,1,0.104,85,Low,Maintain cold chain,3,4,2,2
SHP_4303,Carrot,vegetable,28.11,47.98,0,2,4,90,95,98,6.71,15.19,344.57,30.14,24.65,26.11,175.19809999999998,1.7519809999999998,-47.02,1,0.205,76,Low,Maintain cold chain,3,4,2,2
SHP_4304,Chicken,meat,1.52,83.23,0,1,2,85,90,95,17.11,10.67,4394.96,32.7,8.69,0.52,8.8972,0.088972,-6.769999999999996,0,0.033,92,Low,Maintain cold chain,2,5,2,2
SHP_4305,Carrot,vegetable,9.95,92.26,0,2,4,90,95,98,7.0,22.98,4263.08,13.07,12.48,7.949999999999999,55.64999999999999,0.5564999999999999,-2.739999999999995,1,0.088,87,Low,Maintain cold chain,3,4,2,2
SHP_4306,Carrot,vegetable,21.76,68.61,0,2,4,90,95,98,1.58,26.91,853.61,3.08,11.55,19.76,31.220800000000004,0.31220800000000004,-26.39,1,0.02,94,Low,Maintain cold chain,3,4,2,2
SHP_4307,Banana,fruit,19.64,57.59,13,14,16,80,85,90,9.48,10.32,1892.25,8.17,12.1,5.640000000000001,53.467200000000005,0.534672,-27.409999999999997,1,0.066,89,Low,Maintain cold chain,1,1,2,2
SHP_4308,Fish,meat,7.62,52.34,0,1,2,85,90,95,15.4,14.16,1809.52,46.85,12.84,6.62,101.94800000000001,1.0194800000000002,-37.66,1,0.086,87,Low,Maintain cold chain,2,6,2,2
SHP_4309,Fish,meat,1.76,73.14,0,1,2,85,90,95,18.44,5.64,4715.84,17.29,1.34,0.76,14.014400000000002,0.14014400000000002,-16.86,0,0.039,92,Low,Maintain cold chain,2,6,2,2
SHP_4310,Cabbage,vegetable,7.2,58.46,0,2,4,90,95,98,11.49,13.87,3256.93,0.34,29.46,5.2,59.748000000000005,0.59748,-36.54,1,0.086,87,Low,Maintain cold chain,3,3,2,2
SHP_4311,Fish,meat,4.68,76.26,0,1,2,85,90,95,7.55,28.63,1106.56,5.59,4.58,3.6799999999999997,27.784,0.27784,-13.739999999999995,1,0.02,94,Low,Maintain cold chain,2,6,2,2
SHP_4312,Milk,dairy,1.99,49.25,2,3,4,80,85,90,22.99,21.51,522.48,43.06,5.12,-1.01,-23.2199,0.232199,-35.75,0,0.02,94,Low,Maintain cold chain,0,9,2,2
SHP_4313,Mango,fruit,36.4,43.95,12,14,16,80,85,90,20.96,5.47,3429.26,34.63,20.31,22.4,469.50399999999996,4.69504,-41.05,1,0.676,31,High,Prioritize delivery,1,8,1,3
SHP_4314,Paneer,dairy,27.28,92.39,2,3,4,80,85,90,4.26,9.9,764.59,27.41,9.45,24.28,103.4328,1.034328,7.390000000000001,1,0.02,94,Low,Maintain cold chain,0,13,2,2
SHP_4315,Apple,fruit,14.72,51.34,0,2,4,85,90,95,15.46,33.53,4998.58,16.12,25.27,12.72,196.65120000000002,1.9665120000000003,-38.66,1,0.267,70,Low,Maintain cold chain,1,0,2,2
SHP_4316,Butter,dairy,6.36,94.78,2,4,6,75,80,85,5.09,9.15,3236.54,35.24,22.23,2.3600000000000003,12.012400000000001,0.12012400000000001,14.780000000000001,1,0.076,88,Low,Maintain cold chain,0,2,2,2
SHP_4317,Carrot,vegetable,1.04,86.68,0,2,4,90,95,98,8.45,16.84,1316.94,27.13,25.9,-0.96,-8.111999999999998,0.08111999999999998,-8.319999999999993,0,0.02,94,Low,Maintain cold chain,3,4,2,2
SHP_4318,Mango,fruit,21.87,81.15,12,14,16,80,85,90,17.62,4.55,4446.51,30.77,23.89,7.870000000000001,138.66940000000002,1.3866940000000003,-3.8499999999999943,1,0.096,86,Low,Maintain cold chain,1,8,2,2
SHP_4319,Mutton,meat,0.49,62.56,0,1,2,85,90,95,2.47,12.7,2360.61,30.52,14.79,-0.51,-1.2597,0.012597,-27.439999999999998,0,0.02,94,Low,Maintain cold chain,2,10,2,2
SHP_4320,Orange,fruit,13.35,89.51,4,6,8,80,85,90,4.49,37.81,3754.68,32.01,22.36,7.35,33.0015,0.330015,4.510000000000005,1,0.02,94,Low,Maintain cold chain,1,12,2,2
SHP_4321,Onion,vegetable,21.68,43.72,10,12,15,70,75,80,3.11,6.12,993.02,21.03,4.72,9.68,30.104799999999997,0.301048,-31.28,1,0.028,93,Low,Maintain cold chain,3,11,2,2
SHP_4322,Paneer,dairy,31.82,71.8,2,3,4,80,85,90,8.78,23.64,847.7,37.16,24.08,28.82,253.03959999999998,2.5303959999999996,-13.200000000000003,1,0.285,68,Low,Maintain cold chain,0,13,2,2
SHP_4323,Milk,dairy,27.16,48.23,2,3,4,80,85,90,18.27,31.47,1746.79,11.13,14.12,24.16,441.40319999999997,4.414032,-36.77,1,0.542,43,Medium,Increase cooling,0,9,3,1
SHP_4324,Butter,dairy,34.84,56.36,2,4,6,75,80,85,13.54,7.62,1788.12,6.82,9.97,30.840000000000003,417.5736,4.175736,-23.64,1,0.534,44,Medium,Increase cooling,0,2,3,1
SHP_4325,Butter,dairy,3.4,80.5,2,4,6,75,80,85,16.98,28.08,4788.16,36.22,20.84,-0.6000000000000001,-10.188000000000002,0.10188000000000003,0.5,0,0.02,94,Low,Maintain cold chain,0,2,2,2
SHP_4326,Potato,vegetable,14.17,88.56,10,12,15,85,90,92,11.32,29.65,1374.91,45.6,16.04,2.17,24.5644,0.245644,-1.4399999999999977,0,0.02,94,Low,Maintain cold chain,3,14,2,2
SHP_4327,Cabbage,vegetable,1.5,82.69,0,2,4,90,95,98,6.23,12.49,4827.41,49.15,20.0,-0.5,-3.115,0.03115,-12.310000000000002,0,0.02,94,Low,Maintain cold chain,3,3,2,2
SHP_4328,Apple,fruit,6.45,54.48,0,2,4,85,90,95,2.21,7.4,790.7,3.72,15.21,4.45,9.8345,0.098345,-35.52,1,0.072,89,Low,Maintain cold chain,1,0,2,2
SHP_4329,Mutton,meat,7.54,42.33,0,1,2,85,90,95,1.98,8.49,3558.31,41.29,24.22,6.54,12.9492,0.129492,-47.67,1,0.02,94,Low,Maintain cold chain,2,10,2,2
SHP_4330,Onion,vegetable,20.14,47.14,10,12,15,70,75,80,22.85,39.56,3131.41,35.46,28.54,8.14,185.99900000000002,1.8599900000000003,-27.86,1,0.242,72,Low,Maintain cold chain,3,11,2,2
SHP_4331,Milk,dairy,25.75,47.53,2,3,4,80,85,90,8.43,26.76,4812.48,34.86,24.1,22.75,191.7825,1.917825,-37.47,1,0.238,73,Low,Maintain cold chain,0,9,2,2
SHP_4332,Apple,fruit,13.8,45.31,0,2,4,85,90,95,12.74,38.21,2639.57,41.81,16.45,11.8,150.33200000000002,1.5033200000000002,-44.69,1,0.172,79,Low,Maintain cold chain,1,0,2,2
SHP_4333,Mutton,meat,18.53,73.86,0,1,2,85,90,95,1.54,39.9,463.27,42.09,7.06,17.53,26.9962,0.26996200000000004,-16.14,1,0.034,92,Low,Maintain cold chain,2,10,2,2
SHP_4334,Banana,fruit,13.97,60.5,13,14,16,80,85,90,1.92,17.89,4144.72,2.45,2.59,-0.02999999999999936,-0.05759999999999877,0.0005759999999999877,-24.5,0,0.02,94,Low,Maintain cold chain,1,1,2,2
SHP_4335,Potato,vegetable,30.33,77.84,10,12,15,85,90,92,6.28,21.02,4417.3,24.93,6.65,18.33,115.1124,1.151124,-12.159999999999997,1,0.191,77,Low,Maintain cold chain,3,14,2,2
SHP_4336,Apple,fruit,4.03,56.19,0,2,4,85,90,95,9.04,2.02,471.14,24.8,6.45,2.0300000000000002,18.351200000000002,0.183512,-33.81,1,0.022,93,Low,Maintain cold chain,1,0,2,2
SHP_4337,Paneer,dairy,6.04,56.28,2,3,4,80,85,90,12.71,19.09,2153.16,6.77,17.39,3.04,38.638400000000004,0.38638400000000006,-28.72,1,0.02,94,Low,Maintain cold chain,0,13,2,2
SHP_4338,Butter,dairy,5.55,77.15,2,4,6,75,80,85,5.89,19.98,4485.03,23.44,5.87,1.5499999999999998,9.129499999999998,0.09129499999999999,-2.8499999999999943,0,0.02,94,Low,Maintain cold chain,0,2,2,2
SHP_4339,Carrot,vegetable,10.84,91.92,0,2,4,90,95,98,7.11,29.72,1770.94,14.77,26.86,8.84,62.8524,0.6285240000000001,-3.0799999999999983,1,0.064,89,Low,Maintain cold chain,3,4,2,2
SHP_4340,Butter,dairy,8.71,69.43,2,4,6,75,80,85,4.68,1.6,1370.47,45.09,15.69,4.710000000000001,22.042800000000003,0.22042800000000004,-10.569999999999993,1,0.02,94,Low,Maintain cold chain,0,2,2,2
SHP_4341,Cabbage,vegetable,17.34,70.56,0,2,4,90,95,98,8.69,37.74,4572.93,24.14,9.55,15.34,133.3046,1.333046,-24.439999999999998,1,0.244,72,Low,Maintain cold chain,3,3,2,2
