shipment_id,product_name,category,temperature_C,humidity_percent,safe_temp_low_C,safe_temp_mid_C,safe_temp_high_C,humidity_low_percent,humidity_mid_percent,humidity_high_percent,exposure_hours,ethylene_ppm,co2_ppm,nh3_ppm,h2s_ppm,temp_deviation,temp_deviation_degree_hr,cumulative_damage_index,humidity_deviation,temp_danger_flag,spoilage_probability,remaining_shelf_life_hours,risk_category,recommended_action
SHP_4949,Banana,fruit,29.4,83.68,13,14,16,80,85,90,6.52,38.9,1006.31,45.33,10.23,15.4,100.44,0.126,-1.32,1,0.092,87,Low,Maintain cold chain
SHP_4950,Milk,dairy,2.66,65.76,2,3,4,80,85,90,8.77,10.2,2172.53,25.22,9.69,0.0,0.0,0.0,-19.24,0,0.035,92,Low,Maintain cold chain
SHP_4951,Banana,fruit,16.88,79.91,13,14,16,80,85,90,6.87,19.16,3831.13,23.37,0.52,2.88,19.81,0.025,-5.09,1,0.033,92,Low,Maintain cold chain
SHP_4952,Carrot,vegetable,27.15,74.39,0,2,4,90,95,98,3.99,5.96,3169.18,11.58,22.48,25.15,100.37,0.125,-20.61,1,0.079,88,Low,Maintain cold chain
SHP_4953,Mango,fruit,14.57,52.0,12,14,16,80,85,90,20.08,19.75,304.14,43.14,0.38,0.57,11.47,0.014,-33.0,0,0.02,94,Low,Maintain cold chain
SHP_4954,Milk,dairy,19.11,73.63,2,3,4,80,85,90,6.47,25.04,4166.4,18.1,12.97,16.11,104.13,0.13,-11.37,1,0.092,87,Low,Maintain cold chain
SHP_4955,Chicken,meat,-0.54,48.41,0,1,2,85,90,95,11.01,22.73,782.48,10.1,7.04,0.0,0.0,0.0,-41.59,0,0.02,94,Low,Maintain cold chain
SHP_4956,Grapes,fruit,5.78,42.51,0,1,2,90,92,95,3.68,0.98,3265.63,41.79,9.37,4.78,17.57,0.022,-49.49,1,0.061,90,Low,Maintain cold chain
SHP_4957,Chicken,meat,-0.47,42.38,0,1,2,85,90,95,18.95,25.76,2895.5,11.46,24.95,0.0,0.0,0.0,-47.62,0,0.02,94,Low,Maintain cold chain
SHP_4958,Mango,fruit,15.68,55.2,12,14,16,80,85,90,22.71,27.01,857.16,34.61,7.16,1.68,38.09,0.048,-29.8,0,0.02,94,Low,Maintain cold chain
SHP_4959,Potato,vegetable,38.59,49.49,10,12,15,85,90,92,9.31,29.04,586.13,8.27,5.52,26.59,247.54,0.309,-40.51,1,0.35,62,Medium,Increase cooling
SHP_4960,Banana,fruit,12.21,80.98,13,14,16,80,85,90,19.82,39.11,3405.35,18.71,4.38,0.0,0.0,0.0,-4.02,0,0.02,94,Low,Maintain cold chain
SHP_4961,Butter,dairy,23.29,59.95,2,4,6,75,80,85,4.54,28.55,449.55,42.61,28.25,19.29,87.62,0.11,-20.05,1,0.059,90,Low,Maintain cold chain
SHP_4962,Banana,fruit,21.56,90.22,13,14,16,80,85,90,8.37,7.47,2398.67,2.21,1.2,7.56,63.23,0.079,5.22,1,0.125,83,Low,Maintain cold chain
SHP_4963,Grapes,fruit,7.77,84.58,0,1,2,90,92,95,22.91,21.19,2769.65,37.44,10.25,6.77,155.2,0.194,-7.42,1,0.177,78,Low,Maintain cold chain
SHP_4964,Cabbage,vegetable,16.86,66.68,0,2,4,90,95,98,21.64,18.85,2266.5,45.29,27.08,14.86,321.54,0.402,-28.32,1,0.419,55,Medium,Increase cooling
SHP_4965,Mango,fruit,21.97,70.3,12,14,16,80,85,90,19.8,13.77,1429.83,1.7,21.8,7.97,157.8,0.197,-14.7,1,0.202,76,Low,Maintain cold chain
SHP_4966,Chicken,meat,20.5,73.37,0,1,2,85,90,95,14.16,32.3,4310.62,22.13,10.77,19.5,276.09,0.345,-16.63,1,0.352,62,Medium,Increase cooling
SHP_4967,Mutton,meat,5.82,75.9,0,1,2,85,90,95,10.76,14.69,3942.44,45.2,8.47,4.82,51.9,0.065,-14.1,1,0.127,83,Low,Maintain cold chain
SHP_4968,Potato,vegetable,29.68,74.25,10,12,15,85,90,92,23.63,12.11,1107.75,43.41,12.56,17.68,417.9,0.522,-15.75,1,0.481,49,Medium,Increase cooling
SHP_4969,Carrot,vegetable,4.82,72.09,0,2,4,90,95,98,18.24,5.54,2865.75,49.68,16.96,2.82,51.36,0.064,-22.91,1,0.02,94,Low,Maintain cold chain
SHP_4970,Grapes,fruit,-0.99,91.32,0,1,2,90,92,95,6.57,20.6,1829.54,14.13,27.86,0.0,0.0,0.0,-0.68,0,0.038,92,Low,Maintain cold chain
SHP_4971,Fish,meat,16.21,68.22,0,1,2,85,90,95,18.95,10.34,781.01,7.83,15.67,15.21,288.11,0.36,-21.78,1,0.307,66,Medium,Increase cooling
SHP_4972,Carrot,vegetable,7.23,42.31,0,2,4,90,95,98,6.46,35.67,3050.84,36.16,10.92,5.23,33.8,0.042,-52.69,1,0.124,84,Low,Maintain cold chain
SHP_4973,Chicken,meat,5.98,80.13,0,1,2,85,90,95,2.06,29.11,2295.27,27.18,27.72,4.98,10.27,0.013,-9.87,1,0.02,94,Low,Maintain cold chain
SHP_4974,Paneer,dairy,3.53,75.34,2,3,4,80,85,90,15.13,20.92,4809.33,18.08,8.85,0.53,7.99,0.01,-9.66,0,0.02,94,Low,Maintain cold chain
SHP_4975,Mango,fruit,27.41,52.16,12,14,16,80,85,90,3.36,22.24,1031.56,28.99,18.07,13.41,45.02,0.056,-32.84,1,0.069,89,Low,Maintain cold chain
SHP_4976,Fish,meat,0.67,61.05,0,1,2,85,90,95,16.9,19.93,1464.0,39.14,21.27,0.0,0.0,0.0,-28.95,0,0.02,94,Low,Maintain cold chain
SHP_4977,Mango,fruit,13.35,45.36,12,14,16,80,85,90,12.67,0.01,3104.58,10.57,0.38,0.0,0.0,0.0,-39.64,0,0.02,94,Low,Maintain cold chain
SHP_4978,Carrot,vegetable,7.44,92.91,0,2,4,90,95,98,7.57,5.79,644.45,0.58,28.67,5.44,41.17,0.051,-2.09,1,0.092,87,Low,Maintain cold chain
SHP_4979,Apple,fruit,23.5,65.27,0,2,4,85,90,95,17.44,15.78,3733.15,15.5,16.06,21.5,374.95,0.469,-24.73,1,0.49,48,Medium,Increase cooling
SHP_4980,Cabbage,vegetable,9.98,64.42,0,2,4,90,95,98,14.41,32.13,1554.15,8.52,22.62,7.98,115.0,0.144,-30.58,1,0.151,81,Low,Maintain cold chain
SHP_4981,Butter,dairy,27.23,90.25,2,4,6,75,80,85,18.39,25.77,2952.41,3.52,21.91,23.23,427.35,0.534,10.25,1,0.685,30,High,Prioritize delivery
SHP_4982,Butter,dairy,18.17,75.2,2,4,6,75,80,85,21.0,39.49,3807.36,20.74,28.08,14.17,297.67,0.372,-4.8,1,0.328,64,Medium,Increase cooling
SHP_4983,Fish,meat,8.82,44.82,0,1,2,85,90,95,3.06,27.3,1136.47,45.86,25.21,7.82,23.95,0.03,-45.18,1,0.02,94,Low,Maintain cold chain
SHP_4984,Orange,fruit,16.76,88.89,4,6,8,80,85,90,13.31,37.42,4320.3,17.8,5.49,10.76,143.19,0.179,3.89,1,0.182,78,Low,Maintain cold chain
SHP_4985,Butter,dairy,8.84,68.3,2,4,6,75,80,85,15.65,23.87,454.23,20.68,24.91,4.84,75.76,0.095,-11.7,1,0.066,89,Low,Maintain cold chain
SHP_4986,Orange,fruit,6.22,49.3,4,6,8,80,85,90,8.6,16.93,2604.99,25.03,15.49,0.22,1.91,0.002,-35.7,0,0.02,94,Low,Maintain cold chain
SHP_4987,Carrot,vegetable,12.02,68.38,0,2,4,90,95,98,1.49,19.27,1280.98,49.41,25.97,10.02,14.93,0.019,-26.62,1,0.046,91,Low,Maintain cold chain
SHP_4988,Potato,vegetable,20.55,77.71,10,12,15,85,90,92,22.93,32.86,482.06,24.79,11.88,8.55,196.02,0.245,-12.29,1,0.257,71,Low,Maintain cold chain
SHP_4989,Grapes,fruit,4.85,60.8,0,1,2,90,92,95,5.25,39.34,3699.24,14.98,18.16,3.85,20.22,0.025,-31.2,1,0.02,94,Low,Maintain cold chain
SHP_4990,Carrot,vegetable,22.7,73.6,0,2,4,90,95,98,18.95,29.33,2430.69,26.21,20.85,20.7,392.31,0.49,-21.4,1,0.497,48,Medium,Increase cooling
SHP_4991,Butter,dairy,6.06,76.27,2,4,6,75,80,85,13.97,39.1,4153.17,38.86,25.35,2.06,28.81,0.036,-3.73,1,0.083,88,Low,Maintain cold chain
SHP_4992,Chicken,meat,0.12,63.76,0,1,2,85,90,95,15.31,33.9,427.22,10.46,26.45,0.0,0.0,0.0,-26.24,0,0.02,94,Low,Maintain cold chain
SHP_4993,Mutton,meat,-0.76,52.48,0,1,2,85,90,95,4.57,14.05,3828.48,28.01,28.64,0.0,0.0,0.0,-37.52,0,0.119,84,Low,Maintain cold chain
SHP_4994,Fish,meat,-0.09,87.97,0,1,2,85,90,95,18.57,19.94,634.66,19.22,10.67,0.0,0.0,0.0,-2.03,0,0.02,94,Low,Maintain cold chain
SHP_4995,Fish,meat,4.64,87.34,0,1,2,85,90,95,5.0,15.44,4915.02,44.99,5.84,3.64,18.2,0.023,-2.66,1,0.02,94,Low,Maintain cold chain
SHP_4996,Carrot,vegetable,8.02,73.1,0,2,4,90,95,98,13.92,19.25,4458.58,35.7,26.1,6.02,83.79,0.105,-21.9,1,0.086,87,Low,Maintain cold chain
SHP_4997,Onion,vegetable,27.07,42.42,10,12,15,70,75,80,8.49,38.72,4614.69,6.33,3.38,15.07,127.96,0.16,-32.58,1,0.165,80,Low,Maintain cold chain
SHP_4998,Onion,vegetable,19.16,81.64,10,12,15,70,75,80,21.67,20.42,1886.56,17.59,19.35,7.16,155.05,0.194,6.64,1,0.145,82,Low,Maintain cold chain
SHP_4999,Apple,fruit,17.97,70.72,0,2,4,85,90,95,20.23,27.5,3401.75,27.56,9.32,15.97,323.04,0.404,-19.28,1,0.388,58,Medium,Increase cooling
SHP_5000,Apple,fruit,24.67,57.36,0,2,4,85,90,95,21.64,35.46,4660.16,11.09,21.53,22.67,490.44,0.613,-32.64,1,0.654,33,High,Prioritize delivery
SHP_5001,Grapes,fruit,26.14,80.36,0,1,2,90,92,95,23.58,10.54,3565.6,20.49,25.02,25.14,592.68,0.741,-11.64,1,0.749,24,High,Prioritize delivery
SHP_5002,Milk,dairy,9.18,51.62,2,3,4,80,85,90,1.69,22.02,2918.87,37.63,25.65,6.18,10.44,0.013,-33.38,1,0.042,91,Low,Maintain cold chain
SHP_5003,Butter,dairy,14.15,70.55,2,4,6,75,80,85,14.58,33.16,4402.13,14.37,3.12,10.15,148.01,0.185,-9.45,1,0.143,82,Low,Maintain cold chain
SHP_5004,Orange,fruit,16.1,92.0,4,6,8,80,85,90,10.99,0.52,539.77,33.43,17.69,10.1,110.9,0.139,7.0,1,0.02,94,Low,Maintain cold chain
SHP_5005,Banana,fruit,39.63,46.07,13,14,16,80,85,90,19.02,14.08,4118.08,8.75,26.48,25.63,487.61,0.61,-38.93,1,0.555,42,Medium,Increase cooling
SHP_5006,Butter,dairy,2.61,49.3,2,4,6,75,80,85,8.93,13.18,3393.62,29.43,4.49,0.0,0.0,0.0,-30.7,0,0.034,92,Low,Maintain cold chain
SHP_5007,Potato,vegetable,33.72,91.16,10,12,15,85,90,92,1.34,7.39,3566.55,48.23,3.59,21.72,29.18,0.036,1.16,1,0.035,92,Low,Maintain cold chain
SHP_5008,Chicken,meat,5.6,52.32,0,1,2,85,90,95,3.26,25.98,3807.81,33.84,27.74,4.6,14.98,0.019,-37.68,1,0.02,94,Low,Maintain cold chain
SHP_5009,Potato,vegetable,22.31,57.59,10,12,15,85,90,92,19.57,13.78,1390.79,7.11,14.6,10.31,201.75,0.252,-32.41,1,0.238,73,Low,Maintain cold chain
SHP_5010,Milk,dairy,4.34,92.5,2,3,4,80,85,90,23.55,32.98,2128.2,5.5,29.7,1.34,31.51,0.039,7.5,1,0.048,91,Low,Maintain cold chain
SHP_5011,Cabbage,vegetable,15.9,94.02,0,2,4,90,95,98,20.4,19.35,2157.41,12.36,29.51,13.9,283.51,0.354,-0.98,1,0.345,62,Medium,Increase cooling
SHP_5012,Butter,dairy,9.01,41.31,2,4,6,75,80,85,13.45,10.46,3282.66,18.21,12.07,5.01,67.44,0.084,-38.69,1,0.02,94,Low,Maintain cold chain
SHP_5013,Carrot,vegetable,10.21,72.4,0,2,4,90,95,98,20.54,4.88,1304.88,35.86,9.4,8.21,168.62,0.211,-22.6,1,0.223,74,Low,Maintain cold chain
SHP_5014,Mango,fruit,18.65,71.76,12,14,16,80,85,90,20.66,24.85,3777.35,36.98,14.47,4.65,96.11,0.12,-13.24,1,0.085,87,Low,Maintain cold chain
SHP_5015,Mutton,meat,0.82,83.32,0,1,2,85,90,95,18.3,7.72,1015.35,33.23,12.29,0.0,0.0,0.0,-6.68,0,0.02,94,Low,Maintain cold chain
SHP_5016,Apple,fruit,29.65,54.11,0,2,4,85,90,95,16.36,16.87,3077.48,5.33,5.36,27.65,452.28,0.565,-35.89,1,0.6,38,High,Prioritize delivery
SHP_5017,Butter,dairy,21.54,63.34,2,4,6,75,80,85,21.87,39.56,4407.2,31.65,25.83,17.54,383.54,0.479,-16.66,1,0.464,51,Medium,Increase cooling
SHP_5018,Banana,fruit,14.97,60.28,13,14,16,80,85,90,23.96,7.72,2261.91,41.29,3.88,0.97,23.27,0.029,-24.72,0,0.053,90,Low,Maintain cold chain
SHP_5019,Butter,dairy,2.65,52.34,2,4,6,75,80,85,12.59,22.08,1483.1,25.16,9.06,0.0,0.0,0.0,-27.66,0,0.02,94,Low,Maintain cold chain
SHP_5020,Banana,fruit,26.56,55.27,13,14,16,80,85,90,16.37,29.75,3592.57,24.53,7.17,12.56,205.56,0.257,-29.73,1,0.257,71,Low,Maintain cold chain
SHP_5021,Apple,fruit,2.55,77.45,0,2,4,85,90,95,2.1,18.4,685.05,0.9,9.84,0.55,1.16,0.001,-12.55,0,0.022,93,Low,Maintain cold chain
SHP_5022,Butter,dairy,13.35,89.84,2,4,6,75,80,85,13.14,28.48,4132.48,23.89,5.43,9.35,122.88,0.154,9.84,1,0.134,83,Low,Maintain cold chain
SHP_5023,Banana,fruit,13.35,63.04,13,14,16,80,85,90,7.74,14.58,1938.76,6.59,27.4,0.0,0.0,0.0,-21.96,0,0.02,94,Low,Maintain cold chain
SHP_5024,Milk,dairy,19.45,64.2,2,3,4,80,85,90,2.25,38.55,365.74,34.07,26.4,16.45,37.0,0.046,-20.8,1,0.02,94,Low,Maintain cold chain
SHP_5025,Tomato,vegetable,16.1,79.88,10,12,14,85,90,92,20.85,39.95,3306.32,20.73,26.23,4.1,85.48,0.107,-10.12,1,0.087,87,Low,Maintain cold chain
SHP_5026,Fish,meat,6.22,81.22,0,1,2,85,90,95,15.77,8.53,670.19,5.33,0.46,5.22,82.26,0.103,-8.78,1,0.078,88,Low,Maintain cold chain
SHP_5027,Mango,fruit,19.68,49.83,12,14,16,80,85,90,17.79,34.23,3825.18,28.66,14.67,5.68,101.13,0.126,-35.17,1,0.131,83,Low,Maintain cold chain
SHP_5028,Cabbage,vegetable,22.84,66.12,0,2,4,90,95,98,7.21,3.27,3629.78,37.14,16.77,20.84,150.3,0.188,-28.88,1,0.249,72,Low,Maintain cold chain
SHP_5029,Fish,meat,9.93,69.66,0,1,2,85,90,95,11.18,20.11,2535.84,23.03,3.32,8.93,99.84,0.125,-20.34,1,0.155,81,Low,Maintain cold chain
SHP_5030,Butter,dairy,23.74,45.35,2,4,6,75,80,85,4.73,9.8,1291.37,36.77,24.56,19.74,93.45,0.117,-34.65,1,0.076,88,Low,Maintain cold chain
SHP_5031,Orange,fruit,27.91,56.78,4,6,8,80,85,90,17.7,33.76,3232.44,14.67,21.41,21.91,387.71,0.485,-28.22,1,0.441,53,Medium,Increase cooling
SHP_5032,Orange,fruit,17.1,72.26,4,6,8,80,85,90,14.72,21.61,2461.92,39.16,1.83,11.1,163.36,0.204,-12.74,1,0.194,77,Low,Maintain cold chain
SHP_5033,Apple,fruit,3.14,81.84,0,2,4,85,90,95,13.78,18.89,794.88,12.24,20.39,1.14,15.64,0.02,-8.16,0,0.044,91,Low,Maintain cold chain
SHP_5034,Mutton,meat,30.43,63.19,0,1,2,85,90,95,17.67,16.49,1882.91,32.78,29.54,29.43,520.19,0.65,-26.81,1,0.576,40,Medium,Increase cooling
SHP_5035,Butter,dairy,11.25,50.57,2,4,6,75,80,85,22.23,23.11,612.14,12.35,5.17,7.25,161.25,0.202,-29.43,1,0.218,75,Low,Maintain cold chain
SHP_5036,Banana,fruit,25.02,77.33,13,14,16,80,85,90,18.69,8.51,2011.78,16.49,7.08,11.02,205.96,0.257,-7.67,1,0.295,67,Low,Maintain cold chain
SHP_5037,Apple,fruit,18.94,61.3,0,2,4,85,90,95,10.14,37.62,2135.23,10.2,3.58,16.94,171.71,0.215,-28.7,1,0.215,75,Low,Maintain cold chain
SHP_5038,Banana,fruit,21.42,41.77,13,14,16,80,85,90,23.32,9.89,3202.0,6.65,2.16,7.42,173.06,0.216,-43.23,1,0.212,75,Low,Maintain cold chain
SHP_5039,Potato,vegetable,14.97,63.36,10,12,15,85,90,92,11.44,20.73,1130.47,3.07,11.03,2.97,33.94,0.042,-26.64,0,0.066,89,Low,Maintain cold chain
SHP_5040,Orange,fruit,18.56,82.1,4,6,8,80,85,90,22.95,4.62,600.63,7.94,23.16,12.56,288.1,0.36,-2.9,1,0.436,54,Medium,Increase cooling
SHP_5041,Paneer,dairy,9.04,47.78,2,3,4,80,85,90,17.44,1.24,3520.83,42.76,22.62,6.04,105.31,0.132,-37.22,1,0.132,83,Low,Maintain cold chain
SHP_5042,Potato,vegetable,33.04,72.11,10,12,15,85,90,92,8.93,21.11,1777.96,11.28,29.09,21.04,187.88,0.235,-17.89,1,0.195,77,Low,Maintain cold chain
SHP_5043,Grapes,fruit,2.65,64.51,0,1,2,90,92,95,11.75,5.47,3721.16,12.79,5.06,1.65,19.38,0.024,-27.49,1,0.067,89,Low,Maintain cold chain
SHP_5044,Fish,meat,5.53,69.14,0,1,2,85,90,95,1.24,0.61,4491.78,46.04,21.99,4.53,5.63,0.007,-20.86,1,0.02,94,Low,Maintain cold chain
SHP_5045,Grapes,fruit,5.87,54.02,0,1,2,90,92,95,2.81,29.76,4679.45,7.93,13.97,4.87,13.66,0.017,-37.98,1,0.02,94,Low,Maintain cold chain
SHP_5046,Apple,fruit,7.26,59.62,0,2,4,85,90,95,9.74,10.35,2615.58,47.57,14.28,5.26,51.22,0.064,-30.38,1,0.092,87,Low,Maintain cold chain
SHP_5047,Chicken,meat,15.77,43.23,0,1,2,85,90,95,6.47,38.12,1181.4,49.0,5.27,14.77,95.63,0.12,-46.77,1,0.114,85,Low,Maintain cold chain
SHP_5048,Orange,fruit,18.0,56.97,4,6,8,80,85,90,11.76,38.61,1736.91,32.66,4.12,12.0,141.08,0.176,-28.03,1,0.098,86,Low,Maintain cold chain
SHP_5049,Butter,dairy,11.3,69.84,2,4,6,75,80,85,3.79,39.18,2289.99,9.77,10.38,7.3,27.65,0.035,-10.16,1,0.02,94,Low,Maintain cold chain
SHP_5050,Fish,meat,14.63,76.25,0,1,2,85,90,95,2.71,4.32,743.38,35.83,9.46,13.63,36.94,0.046,-13.75,1,0.081,88,Low,Maintain cold chain
SHP_5051,Carrot,vegetable,3.29,70.0,0,2,4,90,95,98,7.09,39.44,4478.57,33.9,7.85,1.29,9.16,0.011,-25.0,0,0.02,94,Low,Maintain cold chain
SHP_5052,Tomato,vegetable,22.36,88.52,10,12,14,85,90,92,20.88,17.99,784.45,16.63,4.83,10.36,216.31,0.27,-1.48,1,0.339,63,Medium,Increase cooling
SHP_5053,Mango,fruit,42.73,78.53,12,14,16,80,85,90,4.24,3.54,3220.51,43.71,20.92,28.73,121.79,0.152,-6.47,1,0.172,79,Low,Maintain cold chain
SHP_5054,Carrot,vegetable,2.56,57.15,0,2,4,90,95,98,12.74,34.22,3980.1,40.81,29.69,0.56,7.08,0.009,-37.85,0,0.02,94,Low,Maintain cold chain
SHP_5055,Chicken,meat,2.0,41.87,0,1,2,85,90,95,7.33,8.22,465.42,9.5,1.84,1.0,7.3,0.009,-48.13,0,0.057,90,Low,Maintain cold chain
SHP_5056,Onion,vegetable,25.51,41.55,10,12,15,70,75,80,11.39,29.94,4736.59,11.33,15.93,13.51,153.93,0.192,-33.45,1,0.24,72,Low,Maintain cold chain
SHP_5057,Grapes,fruit,0.27,67.16,0,1,2,90,92,95,10.16,22.28,470.07,11.66,21.14,0.0,0.0,0.0,-24.84,0,0.02,94,Low,Maintain cold chain
SHP_5058,Orange,fruit,34.59,71.32,4,6,8,80,85,90,21.82,3.84,4779.94,43.43,1.97,28.59,623.8,0.78,-13.68,1,0.748,24,High,Prioritize delivery
SHP_5059,Tomato,vegetable,10.83,71.96,10,12,14,85,90,92,22.05,9.3,4691.68,37.78,8.2,0.0,0.0,0.0,-18.04,0,0.02,94,Low,Maintain cold chain
SHP_5060,Apple,fruit,0.03,83.97,0,2,4,85,90,95,20.18,11.48,971.5,33.77,13.51,0.0,0.0,0.0,-6.03,0,0.094,86,Low,Maintain cold chain
SHP_5061,Mutton,meat,4.94,47.57,0,1,2,85,90,95,21.57,23.22,3710.08,14.19,22.05,3.94,84.99,0.106,-42.43,1,0.056,90,Low,Maintain cold chain
SHP_5062,Grapes,fruit,9.65,58.61,0,1,2,90,92,95,15.45,10.82,874.03,2.12,25.14,8.65,133.61,0.167,-33.39,1,0.207,76,Low,Maintain cold chain
SHP_5063,Chicken,meat,8.68,46.32,0,1,2,85,90,95,4.95,9.51,2394.65,39.49,7.42,7.68,37.98,0.047,-43.68,1,0.109,85,Low,Maintain cold chain
SHP_5064,Mutton,meat,25.15,44.97,0,1,2,85,90,95,19.04,8.45,2024.09,38.07,22.32,24.15,459.89,0.575,-45.03,1,0.509,47,Medium,Increase cooling
SHP_5065,Onion,vegetable,18.66,46.53,10,12,15,70,75,80,18.43,11.23,2675.17,43.47,29.05,6.66,122.75,0.153,-28.47,1,0.146,81,Low,Maintain cold chain
SHP_5066,Onion,vegetable,19.55,59.29,10,12,15,70,75,80,21.16,25.02,1445.7,13.35,2.26,7.55,159.78,0.2,-15.71,1,0.146,81,Low,Maintain cold chain
SHP_5067,Milk,dairy,13.78,74.0,2,3,4,80,85,90,10.39,31.55,4108.64,49.62,2.63,10.78,112.06,0.14,-11.0,1,0.203,76,Low,Maintain cold chain
SHP_5068,Onion,vegetable,37.4,68.68,10,12,15,70,75,80,14.17,2.77,1774.67,49.2,26.98,25.4,359.77,0.45,-6.32,1,0.418,55,Medium,Increase cooling
SHP_5069,Apple,fruit,24.93,88.19,0,2,4,85,90,95,12.34,1.31,1776.76,36.34,6.64,22.93,282.83,0.354,-1.81,1,0.394,58,Medium,Increase cooling
SHP_5070,Butter,dairy,2.99,87.4,2,4,6,75,80,85,16.66,12.45,4436.62,12.76,10.6,0.0,0.0,0.0,7.4,0,0.02,94,Low,Maintain cold chain
SHP_5071,Fish,meat,-0.43,82.65,0,1,2,85,90,95,12.0,9.51,621.11,21.76,11.74,0.0,0.0,0.0,-7.35,0,0.02,94,Low,Maintain cold chain
SHP_5072,Butter,dairy,23.66,47.35,2,4,6,75,80,85,20.8,38.11,701.31,40.8,26.76,19.66,409.03,0.511,-32.65,1,0.499,48,Medium,Increase cooling
SHP_5073,Onion,vegetable,18.51,56.16,10,12,15,70,75,80,21.71,27.1,3602.38,39.0,24.92,6.51,141.35,0.177,-18.84,1,0.158,80,Low,Maintain cold chain
SHP_5074,Apple,fruit,1.34,77.78,0,2,4,85,90,95,9.4,24.52,1060.14,3.83,5.84,0.0,0.0,0.0,-12.22,0,0.02,94,Low,Maintain cold chain
SHP_5075,Butter,dairy,4.1,88.83,2,4,6,75,80,85,13.43,21.28,3817.92,8.71,3.18,0.1,1.38,0.002,8.83,0,0.02,94,Low,Maintain cold chain
SHP_5076,Tomato,vegetable,22.16,57.26,10,12,14,85,90,92,5.15,17.04,2738.35,0.23,1.0,10.16,52.31,0.065,-32.74,1,0.116,84,Low,Maintain cold chain
SHP_5077,Milk,dairy,1.34,78.44,2,3,4,80,85,90,16.5,19.45,1206.92,29.63,16.34,0.0,0.0,0.0,-6.56,0,0.02,94,Low,Maintain cold chain
SHP_5078,Butter,dairy,12.8,75.22,2,4,6,75,80,85,16.61,27.5,1238.68,37.84,27.35,8.8,146.17,0.183,-4.78,1,0.144,82,Low,Maintain cold chain
SHP_5079,Apple,fruit,25.63,53.45,0,2,4,85,90,95,18.88,15.97,1475.36,0.06,19.51,23.63,446.04,0.558,-36.55,1,0.606,37,High,Prioritize delivery
SHP_5080,Grapes,fruit,17.64,51.57,0,1,2,90,92,95,16.8,2.93,3402.26,46.53,2.24,16.64,279.44,0.349,-40.43,1,0.395,58,Medium,Increase cooling
SHP_5081,Orange,fruit,11.66,80.12,4,6,8,80,85,90,17.85,26.71,1364.6,8.15,23.53,5.66,101.06,0.126,-4.88,1,0.188,77,Low,Maintain cold chain
SHP_5082,Banana,fruit,21.82,82.22,13,14,16,80,85,90,23.58,37.16,3545.05,45.44,4.85,7.82,184.51,0.231,-2.78,1,0.236,73,Low,Maintain cold chain
SHP_5083,Milk,dairy,31.23,50.82,2,3,4,80,85,90,14.06,1.1,2732.65,15.91,1.31,28.23,396.99,0.496,-34.18,1,0.518,46,Medium,Increase cooling
SHP_5084,Mango,fruit,30.82,76.66,12,14,16,80,85,90,13.82,7.36,2721.38,30.3,14.17,16.82,232.54,0.291,-8.34,1,0.218,75,Low,Maintain cold chain
SHP_5085,Onion,vegetable,24.49,49.25,10,12,15,70,75,80,10.89,17.67,700.64,43.25,1.41,12.49,135.95,0.17,-25.75,1,0.138,82,Low,Maintain cold chain
SHP_5086,Apple,fruit,7.52,45.51,0,2,4,85,90,95,22.92,4.52,2798.01,45.81,27.26,5.52,126.58,0.158,-44.49,1,0.122,84,Low,Maintain cold chain
SHP_5087,Mango,fruit,13.25,79.58,12,14,16,80,85,90,20.57,1.21,919.7,24.97,6.86,0.0,0.0,0.0,-5.42,0,0.053,90,Low,Maintain cold chain
SHP_5088,Onion,vegetable,41.97,91.21,10,12,15,70,75,80,16.23,36.64,4491.85,31.86,7.72,29.97,486.57,0.608,16.21,1,0.704,28,High,Prioritize delivery
SHP_5089,Cabbage,vegetable,17.05,51.15,0,2,4,90,95,98,12.67,38.61,327.45,28.49,2.65,15.05,190.67,0.238,-43.85,1,0.147,81,Low,Maintain cold chain
SHP_5090,Orange,fruit,17.67,74.92,4,6,8,80,85,90,7.86,23.73,1481.2,44.46,24.33,11.67,91.68,0.115,-10.08,1,0.166,80,Low,Maintain cold chain
SHP_5091,Banana,fruit,23.44,85.46,13,14,16,80,85,90,15.89,38.91,3294.93,14.09,18.2,9.44,149.98,0.187,0.46,1,0.221,74,Low,Maintain cold chain
SHP_5092,Paneer,dairy,24.14,77.18,2,3,4,80,85,90,11.39,24.72,1305.71,36.26,9.03,21.14,240.82,0.301,-7.82,1,0.339,63,Medium,Increase cooling
SHP_5093,Mango,fruit,35.09,61.55,12,14,16,80,85,90,16.99,0.48,4854.96,26.62,23.2,21.09,358.28,0.448,-23.45,1,0.452,52,Medium,Increase cooling
SHP_5094,Banana,fruit,19.03,81.06,13,14,16,80,85,90,9.21,38.83,2621.07,32.87,0.46,5.03,46.34,0.058,-3.94,1,0.02,94,Low,Maintain cold chain
SHP_5095,Onion,vegetable,34.52,88.88,10,12,15,70,75,80,21.59,30.36,2822.74,45.01,14.59,22.52,486.24,0.608,13.88,1,0.692,29,High,Prioritize delivery
SHP_5096,Fish,meat,6.27,61.02,0,1,2,85,90,95,9.98,15.42,4841.73,5.57,3.16,5.27,52.56,0.066,-28.98,1,0.02,94,Low,Maintain cold chain
